id,highway,name,NHS,bicycle,hgv,hgv:national_network,lanes,oneway,ref,source:hgv:national_network,tiger:cfcc,tiger:county,tiger:name_base,tiger:name_type,tiger:reviewed,tiger:separated,tiger:source,tiger:tlid,tiger:zip_left,tiger:zip_right,created_by,tiger:zip_left_1,service,maxspeed,lcn_ref,access,cycleway,name_1,tiger:name_base_1,tiger:name_type_1,foot,tiger:upload_uuid,bridge,layer,old_ref,junction,incline,destination,surface,history,toll,FIXME,noname,motor_vehicle,maxheight,note,sidewalk,fixme,old_name,oneway:bicycle,hgv:state_network,source:hgv:state_network,tiger:name_direction_prefix,tiger:zip_left_2,tiger:zip_right_1,tiger:zip_right_2,trolley_wire,maxweight,parking:condition:both,parking:condition:both:maxstay,parking:condition:both:residents,parking:condition:both:time_interval,parking:condition:left:2,parking:condition:left:2:reason,parking:condition:left:2:time_interval,parking:condition:right:2,parking:condition:right:2:reason,parking:condition:right:2:time_interval,alt_name,cycleway:left,noexit,parking:condition:left,parking:condition:right,parking:condition:right:maxstay,parking:condition:right:residents,parking:condition:right:time_interval,tiger:zip_left_3,tiger:zip_left_4,tiger:zip_right_3,cycleway:right,horse,note:name,source:name,pedestrians,tiger:name_direction_suffix,cutting,psv,source,construction,area,lcn,motorcar,addr:street,tourism,parking:lane:both,wikipedia,name:zh,maxspeed:hgv,tunnel,note:highway,source:destination,old_name_1,tiger:name_base_2,footway,lit,wheelchair,tracktype,vehicle,hazard:bicycle,note:lanes,ele,gnis:county_id,gnis:created,gnis:feature_id,gnis:reviewed,gnis:state_id,note:lcn,paved,bridge:movable,car,width,maxspeed:trailer,bridge:alt_name,bridge:name,bridge:old_name,gosm:sig:8CBDE645,motorcycle,parking:lane:left,parking:lane:right,short_name,railway,waterway,step_count,website,access:backward,man_made,loc_name,official_name,bridge:structure,colour,historic,start_date,wikipedia:de,wikipedia:en,leisure,public,localwiki,access:conditional,smoothness,steps,parking:condition:left:maxstay,parking:condition:left:residents,parking:condition:left:time_interval,name_base,name_type,addr:housenumber,proposed,direction,hov,description,pedestrian,designation,embankment,segregated,bus,trail_visibility,turn:lanes,contact:phone,diet:halal,opening_hours
8921121,residential,12th Street,,,,,,,,,A41,San Francisco, CA,12th,St,,no,tiger_import_dch_v0.6_20070809,192294464:192294465:192294467:192294468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921122,residential,12th Street,,,,,,yes,,,A41,San Francisco, CA,12th,St,,no,tiger_import_dch_v0.6_20070809,192287501:192287568:192287483:192287485:192287496:192287456:192292366,94103,94103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921125,residential,Bright Street,,,,,,,,,A41,San Francisco, CA,Bright,St,no,no,tiger_import_dch_v0.6_20070809,192288500,94132,94132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921128,residential,Foerster Street,,,,,,,,,A41,San Francisco, CA,Foerster,St,,no,tiger_import_dch_v0.6_20070809,192283183:192283184:192283187:192283188:192297657:192297658:192285861:192285864,94127,94127,,,,,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921130,residential,Culebra Terrace,,,,,,,,,A41,San Francisco, CA,Culebra,Ter,,no,tiger_import_dch_v0.6_20070809,192279903,94109,94109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921132,residential,Culebra Terrace,,,,,,,,,A41,San Francisco, CA,Culebra,Ter,,no,tiger_import_dch_v0.6_20070809,192302859,94109,94109,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921134,residential,Karen Court,,,,,,,,,A41,San Francisco, CA,Karen,Ct,,no,tiger_import_dch_v0.6_20070809,192290519:192290521:192290525,94134,94134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921135,service,Newell Street,,,,,,,,,A41,San Francisco, CA,Newell,St,no,,,,94133,94133,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921136,residential,Vienna Street,,,,,,,,,A41,San Francisco, CA,Vienna,St,no,,,,94112,94112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921138,residential,8th Street,,,,,,,,,A41,San Francisco, CA,8th,St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921139,residential,8th Street,,,,,,,,,A41,San Francisco, CA,8th,St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921141,secondary,8th Street,,designated,,,,yes,,,A41,San Francisco, CA,8th,St,,,,,94103,94103,,,,30 mph,23,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921143,unclassified,8th Street,,,,,,,,,A41,San Francisco, CA,8th,St,,,,,94107,94107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921145,residential,Everglade Drive,,,,,,yes,,,A41,San Francisco, CA,Everglade,Dr,,no,tiger_import_dch_v0.6_20070809,192278500:192278502:192278497:192278513,,94132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921147,residential,Glendale Street,,,,,,,,,A41,San Francisco, CA,Glendale,St,,no,tiger_import_dch_v0.6_20070809,192301147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921164,residential,Lombard Street,,,,,,yes,,,A25,San Francisco, CA,Lombard,St,,,,,,,,,,,,,,,United States Highway 101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921165,unclassified,Upton Street,,,,,,,,,A41,San Francisco, CA,Upton,St,,no,tiger_import_dch_v0.6_20070809,192289278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921167,residential,Esmeralda Avenue,,,,,,,,,A41,San Francisco, CA,Esmeralda,Ave,no,,,,94110,94110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921171,steps,Esmeralda Avenue,,,,,,,,,A41,San Francisco, CA,Esmeralda,Ave,no,no,tiger_import_dch_v0.6_20070809,192288577:192303025:192288546:192288565:192288567,94110,94110,Potlatch 0.9c,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921173,primary,Broadway Street,,,,,,yes,,,A41,San Francisco, CA,Robert C Levy,Tunl,,,,,94109,94109,,,,35 mph,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921175,primary,Robert C Levy Tunnel,,,,,,yes,,,A41,San Francisco, CA,Robert C Levy,Tunl,,,,,,,,,,40 mph,210,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921178,residential,Marview Way,,,,,,,,,A41,San Francisco, CA,Marview,Way,no,,,,94131,94131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921180,residential,35th Avenue,,,,,,,,,A41,San Francisco, CA,35th,Ave,yes,no,tiger_import_dch_v0.6_20070809,192277224:192277197:192277231:192277237:192277188,94121,94121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921182,residential,35th Avenue,,,,,,,,,A41,San Francisco, CA,35th,Ave,,no,tiger_import_dch_v0.6_20070809,192297537:192297538:192277962:192277924:192277911:192277913:192277954:192277973,94116,94116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921184,path,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921185,residential,Ashbury Street,,,,,,,,,A41,San Francisco, CA,Ashbury,St,,no,tiger_import_dch_v0.6_20070809,192282251:192282255:192282249,94117,94117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921196,residential,14th Avenue,,,,,,yes,,,A41,San Francisco, CA,14th,Ave,,,,,94122,94122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921197,residential,14th Avenue,,,,,,,,,A41,San Francisco, CA,14th,Ave,,,,,94122,94122,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921201,residential,14th Avenue,,,,,,yes,,,A45,San Francisco, CA,14th,Ave,no,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921203,residential,14th Avenue,,,,,,yes,,,A41,San Francisco, CA,14th,Ave,,,,,94118,94118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921206,residential,Armory Road,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921207,service,Eaton Place,,,,,,,,,A41,San Francisco, CA,Eaton,Pl,no,,,,94133,94133,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921209,residential,Forest View Drive,,,,,,,,,A41,San Francisco, CA,Forest View,Dr,no,no,tiger_import_dch_v0.6_20070809,192278571:192278576,94132,94132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921220,residential,Fillmore Street,,,,,,,,,A45,San Francisco, CA,Fillmore,St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921221,tertiary,Fillmore Street,,,,,,yes,,,A45,San Francisco, CA,Fillmore,St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921223,residential,San Ramon Way,,,,,,,,,A41,San Francisco, CA,San Ramon,Way,,no,tiger_import_dch_v0.6_20070809,192285802:192285809,94112,94112,,,,,,,,,,,,bulk_upload.pl-4ddcfcfe-e298-4ca3-a789-35779f3bf445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921225,residential,Carnelian Way,,,,,,,,,A41,San Francisco, CA,Carnelian,Way,no,no,tiger_import_dch_v0.6_20070809,192284450,94131,94131,,,,,,private,,,,,,bulk_upload.pl-4ddcfcfe-e298-4ca3-a789-35779f3bf445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921230,footway,Yorba Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921232,residential,Bronte Street,,,,,,,,,A41,San Francisco, CA,Bronte,St,,no,tiger_import_dch_v0.6_20070809,192288919:192295619:192288890,94110,94110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921236,residential,Jefferson Street,,,,,,,,,A41,San Francisco, CA,Jefferson,St,,,,,94123,94123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921237,residential,Jefferson Street,,,,,,,,,A41,San Francisco, CA,Jefferson,St,,no,tiger_import_dch_v0.6_20070809,192279471,94123,94123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921239,service,Julius Street,,,,,,,,,A41,San Francisco, CA,Julius,St,no,no,tiger_import_dch_v0.6_20070809,192296725,94133,94133,,,,,,,,,,,,bulk_upload.pl-4ddcfcfe-e298-4ca3-a789-35779f3bf445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921247,secondary,Harney Way,,,,,,,,,A41,San Francisco, CA,Harney,Way,,,,,94124,94124,,,,45 mph,805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921248,footway,Alta Vista Terrace,,,,,,,,,A41,San Francisco, CA,Alta Vista,Ter,no,no,tiger_import_dch_v0.6_20070809,192280437,94133,94133,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921252,service,Nottingham Place,,,,,,,,,A41,San Francisco, CA,Nottingham,Pl,no,no,tiger_import_dch_v0.6_20070809,192281199,94133,94133,,,,,,,,,,,,bulk_upload.pl-4ddcfcfe-e298-4ca3-a789-35779f3bf445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921255,residential,Jones Street,,,,,,,,,A41,San Francisco, CA,Jones,St,,,,,94133,94133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921257,residential,Capp Street,,,,,,,,,A41,San Francisco, CA,Capp,St,,,,,94103,94110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921261,residential,Paraiso Place,,,,,,,,,A41,San Francisco, CA,Paraiso,Pl,,no,tiger_import_dch_v0.6_20070809,192278290,94132,94132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921262,residential,Forest Side Avenue,,,,,,,,,A41,San Francisco, CA,Forest Side,Ave,,no,tiger_import_dch_v0.6_20070809,192282653:192282642,94127,94127,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921264,residential,Shotwell Street,,,,,,,,,A41,San Francisco, CA,,St,,,,,94110,94110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921265,residential,Shotwell Street,,,,,,,,,A41,San Francisco, CA,Shotwell,St,no,,,,94110,94110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921267,footway_unconstructed,Lori Lane,,,,,,,,,A41,San Francisco, CA,Lori,Ln,no,no,tiger_import_dch_v0.6_20070809,192282894,94131,94131,,,,,,,,,,,,,,,,,,,,,,,,,,,,check if this is right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921268,residential,Rossi Avenue,,,,,,,,,A41,San Francisco, CA,Rossi,Ave,no,no,tiger_import_dch_v0.6_20070809,192282108:192282080,94118,94118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921272,residential,Avenue B,,,,,,,,,A41,San Francisco, CA,Avenue B,,,,,,94130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921273,residential,Avenue B,,,,,,,,,A41,San Francisco, CA,Avenue B,,,no,tiger_import_dch_v0.6_20070809,192294460:192294453:192294454:192294459:192294381,94130,,,,,,,,,,,,,bulk_upload.pl-4ddcfcfe-e298-4ca3-a789-35779f3bf445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921274,residential,Carver Street,,,,,,,,,A41,San Francisco, CA,Carver,St,no,no,tiger_import_dch_v0.6_20070809,192288801:192288799:192292640,94110,94110,,94110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921279,residential,Crestline Drive,,,,,,,,,A41,San Francisco, CA,Crestline,Dr,no,,,,94131,94131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8921281,unclassified,Apparel Way,,,,,,,,,A41,San Francisco, CA,Apparel,Way,,no,tiger_import_dch_v0.6_20070809,192289249,94124,94124,,,,,,,,,,,,bulk_upload.pl-4ddcfcfe-e298-4ca3-a789-35779f3bf445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
